병원종류,병원이름,전화번호,병원주소,월,화,수,목,금,토,일,영업시간,쉬는시간,접수마감,정기휴무
치과,참사랑주치과의원,0507-1491-2283,부산 수영구 남천동로 36 케이엠타워,"09:30 - 18:00
13:00 - 14:30 휴게시간
17:30 접수마감",,"09:30 - 18:00
13:00 - 14:30 휴게시간
17:30 접수마감","09:30 - 13:00
12:30 접수마감","09:30 - 18:00
13:00 - 14:30 휴게시간
17:30 접수마감","09:30 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 13:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,12:30,매주 일요일
치과,시카고치과의원,0507-1497-0305,부산 수영구 수영로 581 7층,"09:30 - 19:00
13:00 - 14:30 휴게시간",,"09:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 19:00
13:00 - 14:30 휴게시간",09:30 - 14:30,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 19:00
09:30 - 19:00
09:30 - 19:00
09:30 - 14:30
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
정신건강의학과,인성 정신건강의학과의원,0507-1363-3343,부산 수영구 수영로 386-1 원탄크리닉 6층 601호,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 13:30,"09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 13:30
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
비뇨의학과,예인비뇨기과의원,051-756-2718,부산 수영구 수영로 710-1 프라임메디컬 빌딩,"09:30 - 18:30
13:00 - 14:00 휴게시간",,09:30 - 13:00,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 12:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 13:00
09:30 - 18:30
09:30 - 18:30
09:30 - 12:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,로덴치과의원,0507-1319-2775,부산 수영구 연수로 419,,,,,,,,"





",,,
한의원,남천도원한의원,051-627-8022,부산 수영구 수영로 506,"09:30 - 18:30
13:00 - 14:00 휴게시간",,정기휴무 (매주 수요일),"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

정기휴무 (매주 수요일)
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 수요일
재활의학과,아이들의꿈재활의원,051-625-1299,부산 수영구 수영로 410 남천동 정암빌딩,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 토요일
한의원,바른몸청담한의원 남천,0507-1311-9923,부산 수영구 수영로 390 2층,"09:00 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감",,"09:00 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감","14:00 - 20:00
19:30 접수마감","09:00 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감","09:00 - 15:00
14:30 접수마감",정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
14:00 - 20:00
09:00 - 19:00
09:00 - 15:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,19:30,매주 일요일
치과,조윤정치과의원,051-751-2225,부산 수영구 광일로 28 S.R빌딩,,,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",,,"

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30

",,,
한의원,함께웃는한의원,0507-1303-9910,부산 수영구 무학로63번길 142 제401동 제205호,"09:30 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감",,"13:30 - 20:30
20:00 접수마감","09:30 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감
접기","09:30 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감","09:30 - 13:30
13:00 접수마감",정기휴무 (매주 일요일),"09:30 - 18:30

13:30 - 20:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,20:00,매주 일요일
치과,수영메디컬치과의원,0507-1409-2876,부산 수영구 수영로 690-5 9층,"09:30 - 18:00
12:30 - 14:00 휴게시간
17:00 접수마감",,"09:30 - 18:00
12:30 - 14:00 휴게시간
17:00 접수마감","09:30 - 18:00
12:30 - 14:00 휴게시간
17:00 접수마감","09:30 - 18:00
12:30 - 14:00 휴게시간
17:00 접수마감","09:30 - 13:30
12:30 접수마감",정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:30,매주 일요일
정신건강의학과,신경성정신건강의학과의원,051-636-5560,부산 수영구 수영로 577,"09:10 - 19:00
12:30 - 14:00 휴게시간",,"09:10 - 19:00
12:30 - 14:00 휴게시간",정기휴무 (매주 목요일),"09:10 - 19:00
12:30 - 14:00 휴게시간",09:10 - 15:00,정기휴무 (매주 일요일),"09:10 - 19:00

09:10 - 19:00
정기휴무 (매주 목요일)
09:10 - 19:00
09:10 - 15:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 목요일
한방병원,경희정도한방병원,0507-1305-0069,부산 수영구 수영로 711,"09:00 - 19:30
12:30 - 13:30 휴게시간",,"09:00 - 19:30
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 19:30
12:30 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 19:30

09:00 - 19:30
09:00 - 18:00
09:00 - 19:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 13:30 ,,매주 일요일
정신건강의학과,이봉주정신건강의학과의원,051-755-9992,부산 수영구 수영로 712 3층 304호,,,14:00 - 20:00,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"

14:00 - 20:00
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
소아청소년과,하서홍소아청소년과의원,051-752-5185,부산 수영구 과정로 48,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
한의원,요산한의원,051-626-8680,부산 수영구 황령산로7번길 46,정기휴무 (매주 월요일),,09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,09:30 - 13:00,정기휴무 (매주 일요일),"정기휴무 (매주 월요일)

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",,,매주 월요일
치과,뿌리깊은이정근치과의원,0507-1461-7529,부산 수영구 수영로 471,,,"09:00 - 18:00
12:30 - 14:00 휴게시간",14:00 - 19:00,"09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"

09:00 - 18:00
14:00 - 19:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
내과,따뜻한청진기내과의원,051-623-6240,부산 수영구 남천동로 36,"09:00 - 17:00
12:30 - 14:00 휴게시간",,"09:00 - 17:00
12:30 - 14:00 휴게시간","09:00 - 17:00
12:30 - 14:00 휴게시간","09:00 - 17:00
12:30 - 14:00 휴게시간",09:00 - 12:00,정기휴무 (매주 일요일),"09:00 - 17:00

09:00 - 17:00
09:00 - 17:00
09:00 - 17:00
09:00 - 12:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,현석기한의원,0507-1478-7553,부산 수영구 황령산로 3 1층,"10:00 - 20:00
13:00 - 14:00 휴게시간
19:30 접수마감",,"10:00 - 20:00
13:00 - 14:00 휴게시간
19:30 접수마감","14:00 - 20:00
19:30 접수마감
접기","10:00 - 20:00
13:00 - 14:00 휴게시간
19:30 접수마감","09:00 - 15:00
14:30 접수마감",정기휴무 (매주 일요일),"10:00 - 20:00

10:00 - 20:00
14:00 - 20:00
10:00 - 20:00
09:00 - 15:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,19:30,매주 일요일
치과,노동환치과의원,051-751-2875,부산 수영구 수영로 668 501호,"09:30 - 18:30
13:00 - 14:30 휴게시간
18:00 접수마감",,"09:30 - 18:30
13:00 - 14:30 휴게시간
18:00 접수마감","09:30 - 18:30
13:00 - 14:30 휴게시간
18:00 접수마감","09:30 - 18:30
13:00 - 14:30 휴게시간
18:00 접수마감","09:30 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,12:30,매주 일요일
치과,노바치과의원,051-751-2480,부산 수영구 장대골로 4 2층,"09:30 - 19:00
12:30 - 14:00 휴게시간",,"09:30 - 19:00
12:30 - 14:00 휴게시간",14:00 - 19:00,"09:30 - 19:00
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 19:00
14:00 - 19:00
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,약손유담한의원,0507-1330-8277,부산 수영구 연수로 399 3층,"09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",,"09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:00 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,12:30,매주 일요일
치과,최동준치과의원,051-758-4474,부산 수영구 과정로 43 부산은행,"09:30 - 18:00
13:00 - 14:30 휴게시간
12:30, 17:30 접수마감",,"09:30 - 18:00
13:00 - 14:30 휴게시간
12:30, 17:30 접수마감","09:30 - 18:00
13:00 - 14:30 휴게시간
12:30, 17:30 접수마감","09:30 - 18:00
13:00 - 14:30 휴게시간
12:30, 17:30 접수마감","09:00 - 12:00
11:30 접수마감",,"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:00 - 12:00
",13:00 - 14:30 ,11:30,
정형외과,메디신마취통증의학과의원,0507-1446-0357,부산 수영구 수영로 400 3층,"09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감",,"09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감","09:30 - 19:30
12:30 - 14:00 휴게시간
19:00 접수마감","09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감","09:30 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 19:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:30,매주 일요일
요양병원,가나안요양병원,051-752-8000,부산 수영구 수영로 563-1,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,"09:00 - 18:00
접기",09:00 - 18:00,10:00 - 15:00,10:00 - 15:00,"09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
10:00 - 15:00
10:00 - 15:00",,,
내과,정다운의원,051-754-7585,부산 수영구 광일로 30,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
치과,문치과의원,051-758-7528,부산 수영구 감포로 2,"09:30 - 18:00
12:30 - 14:00 휴게시간",,"09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 토요일
치과,이든연합치과의원 민락점,0507-1334-0042,부산 수영구 광안해변로 293 5층,"10:00 - 20:00
12:30 - 14:00 휴게시간
16:30 - 17:00 휴게시간
19:30 접수마감",,"10:00 - 20:00
12:30 - 14:00 휴게시간
16:30 - 17:00 휴게시간
19:30 접수마감",정기휴무 (매주 목요일),"10:00 - 20:00
12:30 - 14:00 휴게시간
16:30 - 17:00 휴게시간
19:30 접수마감","10:00 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"10:00 - 20:00

10:00 - 20:00
정기휴무 (매주 목요일)
10:00 - 20:00
10:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:30,매주 목요일
내과,황영표내과의원,051-751-5056,부산 수영구 광남로 203,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,본라인한의원 부산수영,051-714-1575,부산 수영구 수영로705번길 1 2층,"10:00 - 20:00
13:00 - 14:00 휴게시간",,"10:00 - 20:00
13:00 - 14:00 휴게시간",14:00 - 20:00,"10:00 - 20:00
13:00 - 14:00 휴게시간",10:00 - 14:00,정기휴무 (매주 일요일),"10:00 - 20:00

10:00 - 20:00
14:00 - 20:00
10:00 - 20:00
10:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,유마비엔디의원,051-557-7552,부산 수영구 수영로 710-1 프라임메디컬빌딩 6층 유마의원,09:30 - 18:30,,09:30 - 18:30,09:30 - 18:30,09:30 - 18:30,09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
정신건강의학과,이채일정신건강의학과의원,0507-1441-4457,부산 수영구 수영로 695,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
마취통증의학과,김영재마취통증의학과의원,051-751-5700,부산 수영구 수영로 637-3 4층,"09:00 - 18:00
12:30 - 14:00 휴게시간
17:00 접수마감","09:00 - 18:00
12:30 - 14:00 휴게시간
17:00 접수마감","09:00 - 18:00
12:30 - 14:00 휴게시간
17:00 접수마감","09:00 - 18:00
12:30 - 14:00 휴게시간
17:00 접수마감
접기","09:00 - 18:00
12:30 - 14:00 휴게시간
17:00 접수마감",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 토요일
치과,란치과의원,0507-1473-3436,부산 수영구 수영로 607 란치과,"10:00 - 18:00
13:00 - 14:00 휴게시간",,"10:00 - 18:00
13:00 - 14:00 휴게시간","10:00 - 18:00
13:00 - 14:00 휴게시간","10:00 - 18:00
13:00 - 14:00 휴게시간",10:00 - 13:00,정기휴무 (매주 일요일),"10:00 - 18:00

10:00 - 18:00
10:00 - 18:00
10:00 - 18:00
10:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,김주형치과의원,051-754-2875,부산 수영구 과정로 52-2,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:00 - 12:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:00 - 12:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,늘푸른치과의원,051-625-7528,부산 수영구 수영로 384 3층,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
정형외과,수민정형외과의원,051-757-6060,부산 수영구 광남로 211,"09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
마취통증의학과,하나마취통증의학과의원,051-756-2834,부산 수영구 수영로680번길 6 센텀 디아이 리더스,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
마취통증의학과,수마취통증의학과의원,051-711-0066,부산 수영구 과정로41번길 20 5층,"09:00 - 18:00
12:30 - 14:00 휴게시간",,09:00 - 12:30,"09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 12:30,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 12:30
09:00 - 18:00
09:00 - 18:00
09:00 - 12:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,이동규한의원,051-751-1187,부산 수영구 호암로 7 광안2.4동 새마을금고,"09:30 - 19:00
13:00 - 14:00 휴게시간",,"09:30 - 19:00
13:00 - 14:00 휴게시간","09:30 - 19:00
13:00 - 14:00 휴게시간","09:30 - 19:00
13:00 - 14:00 휴게시간",09:30 - 16:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 19:00
09:30 - 19:00
09:30 - 19:00
09:30 - 16:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정형외과,김병호정형외과의원,051-752-0020,부산 수영구 수영로 581,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
"병원,의원",지산의원,051-753-9755,부산 수영구 광남로 223,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 12:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 12:00
정기휴무 (매주 일요일)",,,매주 일요일
가정의학과,우리가정의원,051-757-7552,부산 수영구 망미로22번길 51,09:00 - 18:00,,09:00 - 18:00,정기휴무 (매주 목요일),09:00 - 18:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
정기휴무 (매주 목요일)
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 목요일
치과,유앤아이치과의원,0507-1489-3301,부산 수영구 수영로 711 3층,,,,"09:30 - 18:30
12:30 - 14:00 휴게시간
11:30, 17:30 접수마감","09:30 - 18:30
12:30 - 14:00 휴게시간
11:30, 17:30 접수마감",,정기휴무 (매주 일요일),"


09:30 - 18:30
09:30 - 18:30

정기휴무 (매주 일요일)",,,매주 일요일
치과,박정형웰치과의원,0507-1366-7528,부산 수영구 수영로 517,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간",14:00 - 21:00,"09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
14:00 - 21:00
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,광안미치과의원,051-752-7171,부산 수영구 수영로 582,10:00 - 19:00,,10:00 - 19:00,14:00 - 19:00,10:00 - 19:00,,정보없음,"10:00 - 19:00

10:00 - 19:00
14:00 - 19:00
10:00 - 19:00

정보없음",,,
내과,대동의원,051-756-1531,부산 수영구 구락로 74,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 13:00,정보없음,"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정보없음",,,
치과,센트럴치과의원,051-977-2000,부산 수영구 과정로 54 새망미메디컬빌딩 2층,"09:30 - 20:00
13:00 - 14:30 휴게시간",,"09:30 - 20:00
13:00 - 14:30 휴게시간","09:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 19:00
13:00 - 14:30 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 20:00

09:30 - 20:00
09:30 - 19:00
09:30 - 19:00
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
한의원,포도나무 한의원,051-864-0011,부산 수영구 수영로 577 지우메디페리스 2층(광안역 6번출구),09:00 - 19:00,,09:00 - 19:00,"09:00 - 19:00
접기",09:00 - 21:00,09:00 - 15:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 21:00
09:00 - 15:00
정기휴무 (매주 일요일)",,,매주 일요일
치과,서울미소치과의원,051-627-2804,부산 수영구 수영로 400,"09:30 - 18:30
12:30 - 13:30 휴게시간",,"09:30 - 18:30
12:30 - 13:30 휴게시간",정기휴무 (매주 목요일),"09:30 - 18:30
12:30 - 13:30 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
정기휴무 (매주 목요일)
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 13:30 ,,매주 목요일
한의원,양제한의원,051-756-3872,부산 수영구 과정로67번길 8,"09:30 - 18:00
12:30 - 14:00 휴게시간",,"09:30 - 18:00
12:30 - 14:00 휴게시간",09:30 - 18:00,"09:30 - 18:00
12:30 - 14:00 휴게시간",09:30 - 16:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 16:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,온세한의원,051-611-7510,부산 수영구 수영로 386 2층,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간","14:00 - 20:00
접기","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
14:00 - 20:00
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,설덕인한의원,051-756-2777,부산 수영구 수영로 703 3층,"09:30 - 18:30
13:00 - 14:00 휴게시간",,09:30 - 13:00,"09:30 - 20:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 13:00
09:30 - 20:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,유엘치과의원,0507-1302-0428,부산 수영구 수영로 466 3층 유엘치과의원,"10:00 - 18:30
13:00 - 14:00 휴게시간
18:15 접수마감",,"10:00 - 20:00
13:00 - 14:00 휴게시간
19:45 접수마감","10:00 - 18:30
13:00 - 14:00 휴게시간
18:15 접수마감","10:00 - 18:30
13:00 - 14:00 휴게시간
18:15 접수마감","10:00 - 14:00
13:45 접수마감",정기휴무 (매주 일요일),"10:00 - 18:30

10:00 - 20:00
10:00 - 18:30
10:00 - 18:30
10:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,13:45,매주 일요일
한의원,구구한의원,051-865-9494,부산 수영구 과정로 59,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간
접기","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
병원부속시설,흰돌실버타운101동,No phone number available,부산 수영구 연수로260번길 53,,,,,,,,"





",,,
"병원,의원",준의원,051-755-0920,부산 수영구 광남로 199,09:00 - 18:30,,09:00 - 18:30,09:00 - 18:30,09:00 - 18:30,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
치과,디오스치과의원,051-791-0555,부산 수영구 수영로 411 2층,"09:30 - 18:30
12:30 - 14:00 휴게시간",,09:30 - 14:00,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 14:00
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
요양병원,남천사랑의요양병원,051-625-1122,부산 수영구 수영로 456,09:30 - 18:00,,09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,09:30 - 15:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 15:00
정기휴무 (매주 일요일)",,,매주 일요일
