병원종류,병원이름,전화번호,병원주소,월,화,수,목,금,토,일,영업시간,쉬는시간,접수마감,정기휴무
한의원,새로이한의원,0507-1371-7571,부산 동래구 사직북로 7 2층,"09:30 - 21:00
12:30 - 14:00 휴게시간",,"09:30 - 21:00
12:30 - 14:00 휴게시간","14:00 - 21:00
접기","09:30 - 21:00
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 21:00

09:30 - 21:00
14:00 - 21:00
09:30 - 21:00
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
비뇨의학과,이종관비뇨기과의원,051-501-4333,부산 동래구 아시아드대로 225 미남메디칼센터,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간",14:00 - 18:30,"09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
14:00 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,든든한의원,051-506-7525,부산 동래구 사직북로 10-1 2층,"09:00 - 20:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간",14:00 - 20:00,"09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 15:00,정기휴무 (매주 일요일),"09:00 - 20:00

09:00 - 19:00
14:00 - 20:00
09:00 - 19:00
09:00 - 15:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,사직어린이치과의원,0507-1373-2879,부산 동래구 석사로 46 3층,"09:30 - 18:00
12:30 - 14:00 휴게시간
11:30, 17:00 접수마감",,"09:30 - 18:00
12:30 - 14:00 휴게시간
11:30, 17:00 접수마감","09:30 - 18:00
12:30 - 14:00 휴게시간
11:30, 17:00 접수마감","09:30 - 18:00
12:30 - 14:00 휴게시간
11:30, 17:00 접수마감","09:30 - 14:00
13:00 접수마감",정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,13:00,매주 일요일
안과,갤러리안과의원,051-516-0075,부산 동래구 사직북로 6,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,안락샘내과의원,051-929-3433,부산 동래구 안락로 12 3층 안락샘내과의원,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 13:00
접기","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정보없음,"09:00 - 18:30
09:00 - 18:30
09:00 - 19:00
09:00 - 13:00
09:00 - 18:30
09:00 - 13:00
정보없음",13:00 - 14:00 ,,
안과,독수리눈안과의원,051-507-0775,부산 동래구 사직북로 24 가람빌딩,"09:00 - 18:30
13:00 - 14:30 휴게시간",,"09:00 - 18:30
13:00 - 14:30 휴게시간",14:30 - 18:30,"09:00 - 18:30
13:00 - 14:30 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
14:30 - 18:30
09:00 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
내과,이웃사랑의원,0507-1424-2989,부산 동래구 충렬사로 50,09:00 - 18:20,,09:00 - 13:00,09:00 - 18:20,09:00 - 18:20,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:20

09:00 - 13:00
09:00 - 18:20
09:00 - 18:20
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
요양병원,으뜸요양병원,051-500-1500,부산 동래구 충렬대로 120 으뜸병원,08:30 - 18:00,,08:30 - 18:00,"08:30 - 18:00
접기",08:30 - 18:00,08:30 - 13:00,정보없음,"08:30 - 18:00

08:30 - 18:00
08:30 - 18:00
08:30 - 18:00
08:30 - 13:00
정보없음",,,
비뇨의학과,부산 썬비뇨기과의원,051-714-3575,부산 동래구 동래로 25,"09:30 - 19:00
12:30 - 14:00 휴게시간
18:00 접수마감",,"09:30 - 19:00
12:30 - 14:00 휴게시간
18:00 접수마감","14:00 - 19:00
18:00 접수마감","09:30 - 19:00
12:30 - 14:00 휴게시간
18:00 접수마감","09:30 - 14:00
13:00 접수마감",정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 19:00
14:00 - 19:00
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,18:00,매주 일요일
응급실,대동병원 지역응급의료센터,051-550-9390,부산 동래구 충렬대로 187 대동병원,,,,,,,,"





",,,
산부인과,본메디산부인과의원,051-525-0800,부산 동래구 충렬대로 413 승연메디컬타워 6층,09:00 - 17:00,09:00 - 17:00,09:00 - 13:00,"09:00 - 17:00
접기",09:00 - 17:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 17:00
09:00 - 17:00
09:00 - 13:00
09:00 - 17:00
09:00 - 17:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
안과,밝은현안과의원,051-531-2200,부산 동래구 명안로85번길 52 명장랜드마크,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정신건강의학과,진정신건강의학과의원,0507-1324-5536,부산 동래구 충렬대로 239 수안메디칼센터 5층,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:30,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
이비인후과,김백순이비인후과의원,051-555-2535,부산 동래구 충렬대로238번길 7 성완 세띠앙,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간",14:00 - 18:00,"09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 12:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
14:00 - 18:00
09:30 - 18:00
09:30 - 12:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정형외과,서울정형외과의원,051-552-0675,부산 동래구 충렬대로 233 서울정형외과의원빌딩,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 12:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 12:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,청랑한의원,051-522-7975,부산 동래구 충렬대로 413 승연메디컬센터 2층 청랑한의원,"09:00 - 18:30
13:00 - 14:00 휴게시간
12:45, 18:15 접수마감",,"09:00 - 20:30
13:00 - 14:00 휴게시간
12:45, 20:15 접수마감","09:00 - 18:30
13:00 - 14:00 휴게시간
12:45, 18:15 접수마감","09:00 - 18:30
13:00 - 14:00 휴게시간
12:45, 18:15 접수마감","09:00 - 13:00
12:45 접수마감",정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 20:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,12:45,매주 일요일
소아청소년과,문형기소아과의원,051-524-3000,부산 동래구 충렬대로 431,09:00 - 18:00,,09:00 - 13:00,09:00 - 18:00,09:00 - 18:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
안과,밝은빛안과의원,051-506-6663,부산 동래구 사직북로 25-1 늘편한메디컬 5층,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간",14:00 - 18:00,"09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
14:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,다온한의원,051-503-3777,부산 동래구 사직로70번길 68 1층,"09:30 - 19:00
13:00 - 14:00 휴게시간",,"09:30 - 20:00
13:00 - 14:00 휴게시간","09:30 - 19:00
접기","09:30 - 19:00
13:00 - 14:00 휴게시간",09:30 - 15:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 20:00
09:30 - 19:00
09:30 - 19:00
09:30 - 15:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
이비인후과,굿모닝이비인후과의원,051-532-5075,부산 동래구 충렬대로 415 신협메디컬센터 3층,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정형외과,동래에이스정형외과의원,0507-1307-3375,부산 동래구 충렬대로237번길 3 2층,"09:00 - 20:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 20:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 20:00

09:00 - 19:00
09:00 - 20:00
09:00 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정형외과,동래성병년정형외과의원,051-556-8575,부산 동래구 중앙대로 1325,"09:00 - 18:00
13:00 - 14:00 휴게시간",,14:00 - 18:00,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

14:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
요양병원,세인요양병원,051-501-7500,부산 동래구 여고로 5,,,,,,,,"





",,,
한의원,사직365부부한의원,051-715-3655,부산 동래구 아시아드대로 149-1 2층 사직365부부한의원,"09:00 - 19:00
12:30 - 14:00 휴게시간",,"09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간",09:00 - 15:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 15:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,아시아드치과의원,0507-1475-7074,부산 동래구 아시아드대로134번길 14,"10:00 - 18:30
13:00 - 14:00 휴게시간",,"10:00 - 18:30
13:00 - 14:00 휴게시간","10:00 - 18:30
13:00 - 14:00 휴게시간","10:00 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"10:00 - 18:30

10:00 - 18:30
10:00 - 18:30
10:00 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,함소아한의원 동래,0507-1336-1075,부산 동래구 충렬대로75번길 24 3층,"10:00 - 18:00
12:30 - 14:00 휴게시간
12:00, 17:30 접수마감",,"10:00 - 18:00
12:30 - 14:00 휴게시간
12:00, 17:30 접수마감","정기휴무 (매주 목요일)
접기","10:00 - 18:00
12:30 - 14:00 휴게시간
12:00, 17:30 접수마감","10:00 - 17:00
12:30 - 14:00 휴게시간
12:00, 16:30 접수마감",정기휴무 (매주 일요일),"10:00 - 18:00

10:00 - 18:00
정기휴무 (매주 목요일)
10:00 - 18:00
10:00 - 17:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 목요일
소아청소년과,해님소아청소년과의원,051-914-0100,부산 동래구 우장춘로 14,"09:00 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감",,"09:00 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감","09:00 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감","09:00 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감","09:00 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:30,매주 일요일
정형외과,대한민국정형외과병원,0507-1433-7594,"부산 동래구 아시아드대로 239-1 월드메디컬타워 4층, 5층","08:30 - 17:30
13:00 - 14:00 휴게시간",,"08:30 - 17:30
13:00 - 14:00 휴게시간","08:30 - 17:30
13:00 - 14:00 휴게시간","08:30 - 17:30
13:00 - 14:00 휴게시간",08:30 - 14:00,정기휴무 (매주 일요일),"08:30 - 17:30

08:30 - 17:30
08:30 - 17:30
08:30 - 17:30
08:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정신건강의학과,"편한,안 정신건강의학과의원",0507-1431-5426,부산 동래구 사직북로 7 7층,09:30 - 19:00,,14:00 - 20:00,09:30 - 19:00,09:30 - 19:00,09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 19:00

14:00 - 20:00
09:30 - 19:00
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
한방병원,부산예한방병원,051-714-0000,"부산 동래구 중앙대로 1523 SKHUBSKY 3, 4층","09:30 - 20:00
13:00 - 14:00 휴게시간",,"09:30 - 20:00
13:00 - 14:00 휴게시간","09:30 - 20:00
13:00 - 14:00 휴게시간
접기","09:30 - 20:00
13:00 - 14:00 휴게시간",09:30 - 15:30,09:30 - 16:00,"09:30 - 20:00

09:30 - 20:00
09:30 - 20:00
09:30 - 20:00
09:30 - 15:30
09:30 - 16:00",13:00 - 14:00 ,,
가정의학과,예일가정의학과의원,051-525-9888,부산 동래구 안남로 23 보림프라자,"09:00 - 18:00
12:30 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,제중한의원 부산,0507-1332-1075,부산 동래구 석사로 10-1 률영빌딩 2층,"09:30 - 19:00
13:00 - 14:00 휴게시간",,정기휴무 (매주 수요일),"09:30 - 19:00
13:00 - 14:00 휴게시간","09:30 - 19:00
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 19:00

정기휴무 (매주 수요일)
09:30 - 19:00
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 수요일
치과,예본치과의원,051-554-5066,부산 동래구 충렬대로 132 3층 예본치과의원,09:30 - 18:30,,14:00 - 18:30,09:30 - 18:30,09:30 - 18:30,09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:30

14:00 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",,,매주 일요일
내과,동래성모병원,051-559-8888,부산 동래구 충렬대로 188 명륜동 메디컬센터 7-10층,"09:00 - 18:00
12:00 - 13:00 휴게시간",,"09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",12:00 - 13:00 ,,매주 토요일
치과,닥터조이치과의원,0507-1486-7071,부산 동래구 충렬대로 219 4층 닥터조이치과의원,09:30 - 20:30,,09:30 - 18:30,09:30 - 20:30,09:30 - 18:30,09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 20:30

09:30 - 18:30
09:30 - 20:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
한의원,한국한의원,051-501-0025,부산 동래구 충렬대로 154,,,,,,,,"





",,,
내과,속편안내과의원,051-532-8008,"부산 동래구 서동중심로 4 2, 3층","09:00 - 18:30
18:20 접수마감",,"09:00 - 18:30
18:20 접수마감","09:00 - 18:30
18:20 접수마감","09:00 - 18:30
18:20 접수마감","09:00 - 13:00
12:50 접수마감",정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",18:20 접수마감,18:20,매주 일요일
비뇨의학과,월드부산의원,0507-1338-3500,부산 동래구 충렬대로237번길 88,"09:00 - 17:00
12:00 - 14:00 휴게시간",,"09:00 - 17:00
12:00 - 14:00 휴게시간","09:00 - 17:00
12:00 - 14:00 휴게시간","09:00 - 17:00
12:00 - 14:00 휴게시간",09:00 - 12:00,정기휴무 (매주 일요일),"09:00 - 17:00

09:00 - 17:00
09:00 - 17:00
09:00 - 17:00
09:00 - 12:00
정기휴무 (매주 일요일)",12:00 - 14:00 ,,매주 일요일
치과,예쁜미소바른이치과의원,051-791-2804,부산 동래구 동래로 25 이즈메디컬 4F,"10:30 - 19:00
13:00 - 14:30 휴게시간",,"10:30 - 19:00
13:00 - 14:30 휴게시간","10:30 - 19:00
13:00 - 14:30 휴게시간","10:30 - 19:00
13:00 - 14:30 휴게시간","09:00 - 16:00
13:00 - 13:30 휴게시간",정기휴무 (매주 일요일),"10:30 - 19:00

10:30 - 19:00
10:30 - 19:00
10:30 - 19:00
09:00 - 16:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
마취통증의학과,사직마취통증의학과의원,051-505-4788,부산 동래구 석사로 5 5층,"09:30 - 18:30
13:00 - 14:00 휴게시간",,09:30 - 14:00,"09:30 - 20:30
13:00 - 14:00 휴게시간
접기","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 14:00
09:30 - 20:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정신건강의학과,제이공감 정신건강의학과의원,051-715-7543,부산 동래구 미남로132번길 112 경우빌딩 5층,"09:30 - 17:30
13:00 - 14:00 휴게시간",,"09:30 - 17:00
13:00 - 14:00 휴게시간","09:30 - 17:30
13:00 - 14:00 휴게시간","09:30 - 17:00
13:00 - 14:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:30 - 17:30

09:30 - 17:00
09:30 - 17:30
09:30 - 17:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 토요일
정형외과,우리정형외과의원,051-522-0601,부산 동래구 명안로85번길 52 명장랜드마크,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,경희이대기한의원,051-555-1075,부산 동래구 충렬대로 180-10 대이빌딩 3층,"10:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",,"10:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","10:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","10:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","10:00 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"10:00 - 18:00

10:00 - 18:00
10:00 - 18:00
10:00 - 18:00
10:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,12:30,매주 일요일
치과,열린치과의원,051-521-2822,부산 동래구 안남로 23 보림프라자,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 12:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 12:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
재활의학과,봄날재활의학과의원,051-556-7575,"부산 동래구 온천장로 114 허브메디컬센터 4층, 5층","09:00 - 19:00
12:30 - 14:00 휴게시간",,"09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
성형외과,제이에스 성형외과의원,051-711-1211,부산 동래구 충렬대로 219 마노 5층 제이에스성형외과의원,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
10:00 - 19:00
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,동래장편한내과의원,051-556-8300,부산 동래구 온천장로 123-1,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
안과,박성인안과의원,051-552-0110,부산 동래구 금강공원로 5-1,,,,,,,,"





",,,
외과,김성우우화외과의원,051-554-1810,부산 동래구 온천장로 1 선호빌딩 4층,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,참치과의원,051-555-8828,부산 동래구 충렬대로237번길 34,,,,,,,,"





",,,
성형외과,청담바로의원,051-996-8585,부산 동래구 동래로 25 이즈메디컬 6층,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,"10:00 - 20:00
접기",10:00 - 20:00,10:00 - 16:00,정보없음,"10:00 - 20:00
10:00 - 20:00
10:00 - 20:00
10:00 - 20:00
10:00 - 20:00
10:00 - 16:00
정보없음",,,
한의원,명륜한의원 동래점,0507-1432-0141,부산 동래구 명륜로 104-1 2층,09:30 - 21:00,,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 14:00,09:30 - 14:00,"09:30 - 21:00

09:30 - 21:00
09:30 - 21:00
09:30 - 21:00
09:30 - 14:00
09:30 - 14:00",,,
피부과,더노블의원,051-552-1777,부산 동래구 차밭골로 13 7층 701호,,,"10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 20:00
13:00 - 14:00 휴게시간",10:00 - 15:00,정기휴무 (매주 일요일),"

10:00 - 19:00
10:00 - 19:00
10:00 - 20:00
10:00 - 15:00
정기휴무 (매주 일요일)",,,매주 일요일
치과,하나인치과병원,051-525-4446,부산 동래구 명안로85번길 42 하나인치과병원,09:30 - 20:30,,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 20:30
접기","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 20:30

09:30 - 18:30
09:30 - 20:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
치과,온정치과의원,0507-1397-7528,부산 동래구 충렬대로 415 4층,"09:30 - 18:30
13:00 - 14:30 휴게시간",,"09:30 - 20:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 20:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
내과,김기룡내과의원,051-552-7727,부산 동래구 충렬대로 248,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,"09:00 - 18:00
접기",09:00 - 18:00,09:00 - 12:30,정보없음,"09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 12:30
정보없음",,,
성형외과,서울청담성형외과의원,1599-7533,부산 동래구 아시아드대로 239-1 월드메디컬타워 6층,,,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,10:00 - 16:00,정기휴무 (매주 일요일),"

10:00 - 19:00
10:00 - 19:00
10:00 - 19:00
10:00 - 16:00
정기휴무 (매주 일요일)",,,매주 일요일
내과,최춘한내과의원,051-501-2900,부산 동래구 아시아드대로 184,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 13:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 13:00
13:00 - 14:00 휴게시간",정보없음,"09:00 - 18:00

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정보없음",13:00 - 14:00 ,,
소아청소년과,오대성소아청소년과의원,051-502-6846,부산 동래구 여고로113번길 74,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
응급실,동래봉생병원 응급실,051-520-5600,부산 동래구 안연로109번길 27 봉생병원,,,,,,,,"





",,,
